Gene,Importance,symbol,name
ENSG00000126267,2.477291944036292e-05,COX6B1,cytochrome c oxidase subunit 6B1
ENSG00000127884,2.462794230928649e-05,ECHS1,"enoyl-CoA hydratase, short chain 1"
ENSG00000211655,2.447744634607581e-05,IGLV1-36,immunoglobulin lambda variable 1-36
ENSG00000211968,2.4445707587179825e-05,IGHV1-58,immunoglobulin heavy variable 1-58
ENSG00000211964,2.4073700688827308e-05,IGHV3-48,immunoglobulin heavy variable 3-48
ENSG00000115128,2.406370984681586e-05,SF3B6,splicing factor 3b subunit 6
ENSG00000185885,2.398903381378912e-05,IFITM1,interferon induced transmembrane protein 1
ENSG00000136636,2.3825887743413773e-05,KCTD3,potassium channel tetramerization domain containing 3
ENSG00000136942,2.376015690669705e-05,RPL35,ribosomal protein L35
ENSG00000177600,2.371188662928581e-05,RPLP2,ribosomal protein lateral stalk subunit P2
ENSG00000065518,2.368177262567286e-05,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4
ENSG00000227081,2.3668761900853136e-05,RPS27P3,ribosomal protein S27 pseudogene 3
ENSG00000198077,2.363046555339857e-05,CYP2A7,cytochrome P450 family 2 subfamily A member 7
ENSG00000211638,2.3538360735354115e-05,IGLV8-61,immunoglobulin lambda variable 8-61
ENSG00000225630,2.353823126781024e-05,MTND2P28,MT-ND2 pseudogene 28
ENSG00000105202,2.3458637738912905e-05,FBL,fibrillarin rRNA 2'-O-methyltransferase
ENSG00000189377,2.343571493911286e-05,CXCL17,C-X-C motif chemokine ligand 17
ENSG00000196419,2.3427866298466093e-05,XRCC6,X-ray repair cross complementing 6
ENSG00000189067,2.3420499993195365e-05,LITAF,lipopolysaccharide induced TNF factor
ENSG00000155096,2.3397116029405596e-05,AZIN1,antizyme inhibitor 1
ENSG00000162989,2.335875301323956e-05,KCNJ3,potassium inwardly rectifying channel subfamily J member 3
ENSG00000197249,2.3336806413497137e-05,SERPINA1,serpin family A member 1
ENSG00000184007,2.3318582185844864e-05,PTP4A2,protein tyrosine phosphatase 4A2
ENSG00000164111,2.325289316831731e-05,ANXA5,annexin A5
ENSG00000186493,2.278148911476592e-05,IRX2-DT,IRX2 divergent transcript
ENSG00000211459,2.2372899436530763e-05,MT-RNR1,s-rRNA
ENSG00000143384,2.2331769413287725e-05,MCL1,"MCL1 apoptosis regulator, BCL2 family member"
ENSG00000278746,2.2243568547333755e-05,RN7SL660P,"RNA, 7SL, cytoplasmic 660, pseudogene"
ENSG00000147604,2.211981566820308e-05,RPL7,ribosomal protein L7
ENSG00000008838,2.1903837844554668e-05,MED24,mediator complex subunit 24
ENSG00000169439,2.188185745408732e-05,SDC2,syndecan 2
ENSG00000278099,2.185101767008932e-05,RNVU1-2A,"RNA, variant U1 small nuclear 2A"
ENSG00000132475,2.1840941644386147e-05,H3-3B,H3.3 histone B
ENSG00000102854,2.17284937708394e-05,MSLN,mesothelin
ENSG00000019582,2.1644597858553745e-05,CD74,CD74 molecule
ENSG00000203782,2.1637686753293823e-05,LORICRIN,loricrin cornified envelope precursor protein
ENSG00000147065,2.1508766037055808e-05,MSN,moesin
ENSG00000099994,2.141229186850821e-05,SUSD2,sushi domain containing 2
ENSG00000155368,2.139374371034786e-05,DBI,"diazepam binding inhibitor, acyl-CoA binding protein"
ENSG00000026508,2.1375754126010226e-05,CD44,CD44 molecule (IN blood group)
ENSG00000142168,2.1313751919808387e-05,SOD1,superoxide dismutase 1
ENSG00000131724,2.128148230873916e-05,IL13RA1,interleukin 13 receptor subunit alpha 1
ENSG00000170315,2.127659574468057e-05,UBB,ubiquitin B
ENSG00000106333,2.1270018019060505e-05,PCOLCE,procollagen C-endopeptidase enhancer
ENSG00000137818,2.1224233935576147e-05,RPLP1,ribosomal protein lateral stalk subunit P1
ENSG00000206341,2.1195484473267344e-05,HLA-H,"major histocompatibility complex, class I, H (pseudogene)"
ENSG00000231389,2.11833241710405e-05,HLA-DPA1,"major histocompatibility complex, class II, DP alpha 1"
ENSG00000140564,2.1169905751632e-05,FURIN,"furin, paired basic amino acid cleaving enzyme"
ENSG00000254999,2.1114421680483183e-05,BRK1,BRICK1 subunit of SCAR/WAVE actin nucleating complex
ENSG00000100300,2.11044425552482e-05,TSPO,translocator protein
ENSG00000121769,2.1035875486483315e-05,FABP3,fatty acid binding protein 3
ENSG00000152049,2.0921194991576385e-05,KCNE4,potassium voltage-gated channel subfamily E regulatory subunit 4
ENSG00000012223,2.086173903007257e-05,LTF,lactotransferrin
ENSG00000165672,2.083461705669589e-05,PRDX3,peroxiredoxin 3
ENSG00000142534,2.0652324402281064e-05,RPS11,ribosomal protein S11
ENSG00000104368,2.057920593943791e-05,PLAT,"plasminogen activator, tissue type"
ENSG00000110492,2.050705364186045e-05,MDK,midkine
ENSG00000163453,2.034328826526459e-05,IGFBP7,insulin like growth factor binding protein 7
ENSG00000135677,2.0201181158416856e-05,GNS,glucosamine (N-acetyl)-6-sulfatase
ENSG00000131844,2.008382531709346e-05,MCCC2,methylcrotonyl-CoA carboxylase subunit 2
ENSG00000089199,1.9976129638666504e-05,CHGB,chromogranin B
ENSG00000171858,1.976397090791573e-05,RPS21,ribosomal protein S21
ENSG00000143318,1.9731057678822057e-05,CASQ1,calsequestrin 1
ENSG00000202347,1.9722529516721207e-05,RNU1-16P,"RNA, U1 small nuclear 16, pseudogene"
ENSG00000069849,1.9522725748662814e-05,ATP1B3,ATPase Na+/K+ transporting subunit beta 3
ENSG00000146674,1.948182676436145e-05,IGFBP3,insulin like growth factor binding protein 3
ENSG00000101160,1.9474181663869064e-05,CTSZ,cathepsin Z
ENSG00000147471,1.941584930642584e-05,PLPBP,pyridoxal phosphate binding protein
ENSG00000169469,1.9358143775686465e-05,SPRR1B,small proline rich protein 1B
ENSG00000260318,1.933743907877767e-05,COX6CP1,cytochrome c oxidase subunit 6C pseudogene 1
ENSG00000198618,1.9282475855700983e-05,PPIAP22,peptidylprolyl isomerase A pseudogene 22
ENSG00000175426,1.920384515825562e-05,PCSK1,proprotein convertase subtilisin/kexin type 1
ENSG00000108828,1.919617302914389e-05,VAT1,vesicle amine transport 1
ENSG00000176485,1.9130407413862305e-05,PLAAT3,phospholipase A and acyltransferase 3
ENSG00000281383,1.9114823348696232e-05,,
ENSG00000108946,1.896168180441536e-05,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha
ENSG00000173991,1.8950993864949384e-05,TCAP,titin-cap
ENSG00000179222,1.893010960189584e-05,MAGED1,MAGE family member D1
ENSG00000164754,1.885966301666128e-05,RAD21,RAD21 cohesin complex component
ENSG00000084628,1.8807506183737813e-05,NKAIN1,sodium/potassium transporting ATPase interacting 1
ENSG00000211955,1.870319634703362e-05,IGHV3-33,immunoglobulin heavy variable 3-33
ENSG00000130726,1.8694606543200337e-05,TRIM28,tripartite motif containing 28
ENSG00000148303,1.8573995517481577e-05,RPL7A,ribosomal protein L7a
ENSG00000163220,1.842498420891501e-05,S100A9,S100 calcium binding protein A9
ENSG00000167978,1.839396703635463e-05,SRRM2,serine/arginine repetitive matrix 2
ENSG00000211943,1.8198543958737372e-05,IGHV3-15,immunoglobulin heavy variable 3-15
ENSG00000166741,1.80746998815008e-05,NNMT,nicotinamide N-methyltransferase
ENSG00000110484,1.8073198497458374e-05,SCGB2A2,secretoglobin family 2A member 2
ENSG00000114391,1.8071852026599576e-05,RPL24,ribosomal protein L24
ENSG00000108604,1.799196787148765e-05,SMARCD2,SWI/SNF related BAF chromatin remodeling complex subunit D2
ENSG00000130203,1.783392994171033e-05,APOE,apolipoprotein E
ENSG00000173334,1.7794341337345754e-05,TRIB1,tribbles pseudokinase 1
ENSG00000180730,1.7745858643165162e-05,SHISA2,shisa family member 2
ENSG00000087245,1.7633066602122098e-05,MMP2,matrix metallopeptidase 2
ENSG00000263740,1.7630853994490635e-05,RN7SL4P,"RNA, 7SL, cytoplasmic 4, pseudogene"
ENSG00000170893,1.7629622725634208e-05,TRH,thyrotropin releasing hormone
ENSG00000206737,1.7537449762514614e-05,RNVU1-18,"RNA, variant U1 small nuclear 18"
ENSG00000169347,1.7536260175070184e-05,GP2,glycoprotein 2
ENSG00000173369,1.7465130382050316e-05,C1QB,complement C1q B chain
ENSG00000118816,1.7431920794422816e-05,CCNI,cyclin I
ENSG00000170017,1.7316481463942446e-05,ALCAM,activated leukocyte cell adhesion molecule
ENSG00000211685,1.7297632867284346e-05,IGLC7,immunoglobulin lambda constant 7
ENSG00000124126,1.7260042497977536e-05,PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
ENSG00000282651,1.7252695733708394e-05,IGHV5-10-1,immunoglobulin heavy variable 5-10-1
ENSG00000099341,1.7232955769156012e-05,PSMD8,"proteasome 26S subunit, non-ATPase 8"
ENSG00000162545,1.720376293134322e-05,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1
ENSG00000251546,1.718954460351563e-05,IGKV1D-39,immunoglobulin kappa variable 1D-39
ENSG00000125999,1.7183607330961212e-05,BPIFB1,BPI fold containing family B member 1
ENSG00000074527,1.7181566388668358e-05,NTN4,netrin 4
ENSG00000166147,1.7107217107218434e-05,FBN1,fibrillin 1
ENSG00000120708,1.710445937690942e-05,TGFBI,transforming growth factor beta induced
ENSG00000109971,1.708267623760627e-05,HSPA8,heat shock protein family A (Hsp70) member 8
ENSG00000163347,1.7081850533809545e-05,CLDN1,claudin 1
ENSG00000211976,1.707080493871063e-05,IGHV3-73,immunoglobulin heavy variable 3-73
ENSG00000130175,1.7033098599130804e-05,PRKCSH,PRKCSH beta subunit of glucosidase II
ENSG00000106211,1.6963518931032978e-05,HSPB1,heat shock protein family B (small) member 1
ENSG00000211973,1.6816221568472e-05,IGHV1-69,immunoglobulin heavy variable 1-69
ENSG00000141522,1.6801827457102448e-05,ARHGDIA,Rho GDP dissociation inhibitor alpha
ENSG00000235687,1.66818960417051e-05,LINC00993,long intergenic non-protein coding RNA 993
ENSG00000089327,1.6675212289844336e-05,FXYD5,FXYD domain containing ion transport regulator 5
ENSG00000106565,1.6476426799007417e-05,TMEM176B,transmembrane protein 176B
ENSG00000162482,1.643392431119011e-05,AKR7A3,aldo-keto reductase family 7 member A3
ENSG00000166927,1.6424965805574554e-05,MS4A7,membrane spanning 4-domains A7
ENSG00000237973,1.641459773111188e-05,MTCO1P12,MT-CO1 pseudogene 12
ENSG00000198712,1.6404443003394176e-05,MT-CO2,cytochrome c oxidase subunit II
ENSG00000245910,1.6237314597970935e-05,SNHG6,small nucleolar RNA host gene 6
ENSG00000182117,1.6196634626454953e-05,NOP10,NOP10 ribonucleoprotein
ENSG00000211892,1.6189421042311615e-05,IGHG4,immunoglobulin heavy constant gamma 4 (G4m marker)
ENSG00000167658,1.6182844495910398e-05,EEF2,eukaryotic translation elongation factor 2
ENSG00000211640,1.6161616161615694e-05,IGLV6-57,immunoglobulin lambda variable 6-57
ENSG00000070756,1.6151842671843235e-05,PABPC1,poly(A) binding protein cytoplasmic 1
ENSG00000160888,1.6107382550363925e-05,IER2,immediate early response 2
ENSG00000169906,1.590281612368861e-05,S100G,S100 calcium binding protein G
ENSG00000278771,1.583401557488183e-05,RN7SL3,RNA component of signal recognition particle 7SL3
ENSG00000211649,1.5813749176370608e-05,IGLV7-46,immunoglobulin lambda variable 7-46
ENSG00000099282,1.5760400221825687e-05,TSPAN15,tetraspanin 15
ENSG00000111335,1.5759330931430696e-05,OAS2,2'-5'-oligoadenylate synthetase 2
ENSG00000198242,1.575851154775624e-05,RPL23A,ribosomal protein L23a
ENSG00000134590,1.572445357603454e-05,RTL8C,retrotransposon Gag like 8C
ENSG00000164434,1.5357766143109046e-05,FABP7,fatty acid binding protein 7
ENSG00000159763,1.5261236841617575e-05,PIP,prolactin induced protein
ENSG00000112308,1.521499164512863e-05,C6orf62,chromosome 6 open reading frame 62
ENSG00000198832,1.5194601491444563e-05,SELENOM,selenoprotein M
ENSG00000084444,1.5091575091575223e-05,FAM234B,family with sequence similarity 234 member B
ENSG00000078369,1.507862341571335e-05,GNB1,G protein subunit beta 1
ENSG00000187498,1.507494646680926e-05,COL4A1,collagen type IV alpha 1 chain
ENSG00000159873,1.503164097960421e-05,CCDC117,coiled-coil domain containing 117
ENSG00000160182,1.5027646022350215e-05,TFF1,trefoil factor 1
ENSG00000165389,1.501742488347084e-05,SPTSSA,serine palmitoyltransferase small subunit A
ENSG00000271503,1.4996312440552107e-05,CCL5,C-C motif chemokine ligand 5
ENSG00000101443,1.4965704466826756e-05,WFDC2,WAP four-disulfide core domain 2
ENSG00000112514,1.4960873355794237e-05,CUTA,cutA divalent cation tolerance homolog
ENSG00000142156,1.4946666726528188e-05,COL6A1,collagen type VI alpha 1 chain
ENSG00000164756,1.492510314411471e-05,SLC30A8,solute carrier family 30 member 8
ENSG00000101608,1.4920597582651184e-05,MYL12A,myosin light chain 12A
ENSG00000228278,1.4895692882512788e-05,ORM2,orosomucoid 2
ENSG00000143387,1.4700185365240111e-05,CTSK,cathepsin K
ENSG00000186160,1.4688202386790326e-05,CYP4Z1,cytochrome P450 family 4 subfamily Z member 1
ENSG00000100867,1.4678674019762266e-05,DHRS2,dehydrogenase/reductase 2
ENSG00000146701,1.4608599702065716e-05,MDH2,malate dehydrogenase 2
ENSG00000108679,1.460796914555781e-05,LGALS3BP,galectin 3 binding protein
ENSG00000169908,1.4563724858133056e-05,TM4SF1,transmembrane 4 L six family member 1
ENSG00000074800,1.447597241877805e-05,ENO1,enolase 1
ENSG00000084234,1.4324082363474213e-05,APLP2,amyloid beta precursor like protein 2
ENSG00000067167,1.421997490276904e-05,TRAM1,translocation associated membrane protein 1
ENSG00000199805,1.4173228346457489e-05,RNU1-134P,"RNA, U1 small nuclear 134, pseudogene"
ENSG00000212605,1.4138438880708938e-05,RNU1-56P,"RNA, U1 small nuclear 56, pseudogene"
ENSG00000182154,1.4026135577515171e-05,MRPL41,mitochondrial ribosomal protein L41
ENSG00000134827,1.393724931573049e-05,TCN1,transcobalamin 1
ENSG00000196924,1.3673424785155982e-05,FLNA,filamin A
ENSG00000135390,1.3655761024182464e-05,ATP5MC2,ATP synthase membrane subunit c locus 2
ENSG00000211966,1.3618023670538864e-05,IGHV5-51,immunoglobulin heavy variable 5-51
ENSG00000211900,1.3568166992826285e-05,IGHJ6,immunoglobulin heavy joining 6
ENSG00000150593,1.3477737665463476e-05,PDCD4,programmed cell death 4
ENSG00000247627,1.3394447008283103e-05,MTND4P12,MT-ND4 pseudogene 12
ENSG00000162366,1.3345406677153757e-05,PDZK1IP1,PDZK1 interacting protein 1
ENSG00000211945,1.328352013283491e-05,IGHV1-18,immunoglobulin heavy variable 1-18
ENSG00000197747,1.3246748611533764e-05,S100A10,S100 calcium binding protein A10
ENSG00000008282,1.3245594598500485e-05,SYPL1,synaptophysin like 1
ENSG00000173848,1.3072984715769632e-05,NET1,neuroepithelial cell transforming 1
ENSG00000143546,1.3032566950402634e-05,S100A8,S100 calcium binding protein A8
ENSG00000155115,1.3000580383052516e-05,GTF3C6,general transcription factor IIIC subunit 6
ENSG00000240864,1.2984605713285116e-05,IGKV1-16,immunoglobulin kappa variable 1-16
ENSG00000197728,1.2977681260031004e-05,RPS26,ribosomal protein S26
ENSG00000126432,1.2954228226590462e-05,PRDX5,peroxiredoxin 5
ENSG00000079246,1.2950783963990538e-05,XRCC5,X-ray repair cross complementing 5
ENSG00000159212,1.2949783131738178e-05,CLIC6,chloride intracellular channel 6
ENSG00000167996,1.2949698119201636e-05,FTH1,ferritin heavy chain 1
ENSG00000211599,1.2933318361699712e-05,IGKV5-2,immunoglobulin kappa variable 5-2
ENSG00000111276,1.2907621382743835e-05,CDKN1B,cyclin dependent kinase inhibitor 1B
ENSG00000166441,1.2903225806452052e-05,RPL27A,ribosomal protein L27a
ENSG00000186832,1.2879464112364547e-05,KRT16,keratin 16
ENSG00000197457,1.2852305896091868e-05,STMN3,stathmin 3
ENSG00000272398,1.2832754077073414e-05,CD24,CD24 molecule
ENSG00000211933,1.2778478352249184e-05,IGHV6-1,immunoglobulin heavy variable 6-1
ENSG00000147677,1.277121072089128e-05,EIF3H,eukaryotic translation initiation factor 3 subunit H
ENSG00000086548,1.2756560227822138e-05,CEACAM6,CEA cell adhesion molecule 6
ENSG00000087460,1.275162019917109e-05,GNAS,GNAS complex locus
ENSG00000139219,1.272646928855484e-05,COL2A1,collagen type II alpha 1 chain
ENSG00000119335,1.2720924633841354e-05,SET,SET nuclear proto-oncogene
ENSG00000233927,1.2707594382366868e-05,RPS28,ribosomal protein S28
ENSG00000141744,1.2691080537996068e-05,PNMT,phenylethanolamine N-methyltransferase
ENSG00000167768,1.268929996689074e-05,KRT1,keratin 1
ENSG00000104447,1.2689091084060162e-05,TRPS1,transcriptional repressor GATA binding 1
ENSG00000173335,1.2684315530423552e-05,CST9,cystatin 9
ENSG00000164404,1.2653834788430113e-05,GDF9,growth differentiation factor 9
ENSG00000211592,1.2573593050606765e-05,IGKC,immunoglobulin kappa constant
ENSG00000249242,1.2563629782629677e-05,TMEM150C,transmembrane protein 150C
ENSG00000243290,1.2548517706345672e-05,IGKV1-12,immunoglobulin kappa variable 1-12
ENSG00000180209,1.2538214188764233e-05,MYL11,myosin light chain 11
ENSG00000181163,1.2494352211678237e-05,NPM1,nucleophosmin 1
ENSG00000156587,1.2480186216347612e-05,UBE2L6,ubiquitin conjugating enzyme E2 L6
ENSG00000109062,1.2417571017858892e-05,NHERF1,NHERF family PDZ scaffold protein 1
ENSG00000211662,1.241715312390646e-05,IGLV3-21,immunoglobulin lambda variable 3-21
ENSG00000152661,1.241507425737139e-05,GJA1,gap junction protein alpha 1
ENSG00000115053,1.2410501193317949e-05,NCL,nucleolin
ENSG00000144713,1.2343297974927908e-05,RPL32,ribosomal protein L32
ENSG00000171603,1.2283398895569303e-05,CLSTN1,calsyntenin 1
ENSG00000263905,1.2078152753108844e-05,RN7SL555P,"RNA, 7SL, cytoplasmic 555, pseudogene"
ENSG00000178952,1.1993200780309649e-05,TUFM,"Tu translation elongation factor, mitochondrial"
ENSG00000129009,1.1982026959561246e-05,ISLR,immunoglobulin superfamily containing leucine rich repeat
ENSG00000075618,1.1930148573511229e-05,FSCN1,fascin actin-bundling protein 1
ENSG00000166681,1.1920981635387982e-05,BEX3,brain expressed X-linked 3
ENSG00000233276,1.190332749911272e-05,GPX1,glutathione peroxidase 1
ENSG00000185896,1.177031445246498e-05,LAMP1,lysosomal associated membrane protein 1
ENSG00000105223,1.1426051587983118e-05,PLD3,phospholipase D family member 3
ENSG00000202538,1.1381149970361443e-05,RNU4-2,"RNA, U4 small nuclear 2"
ENSG00000211942,1.131531346789879e-05,IGHV3-13,immunoglobulin heavy variable 3-13
ENSG00000185640,1.1304233992738728e-05,KRT79,keratin 79
ENSG00000200087,1.119906730831291e-05,SNORA73B,"small nucleolar RNA, H/ACA box 73B"
ENSG00000143933,1.109570041608895e-05,CALM2,calmodulin 2
ENSG00000211959,1.1023991953470342e-05,IGHV4-39,immunoglobulin heavy variable 4-39
ENSG00000211673,1.098398169336431e-05,IGLV3-1,immunoglobulin lambda variable 3-1
ENSG00000101367,1.0973433744836483e-05,MAPRE1,microtubule associated protein RP/EB family member 1
ENSG00000101474,1.0891224295636492e-05,APMAP,adipocyte plasma membrane associated protein
ENSG00000123144,1.087202718006778e-05,TRIR,telomerase RNA component interacting RNase
ENSG00000136238,1.0868535882565397e-05,RAC1,Rac family small GTPase 1
ENSG00000166228,1.0868510431829628e-05,PCBD1,pterin-4 alpha-carbinolamine dehydratase 1
ENSG00000198931,1.086458333489734e-05,APRT,adenine phosphoribosyltransferase
ENSG00000178741,1.083848481601547e-05,COX5A,cytochrome c oxidase subunit 5A
ENSG00000124466,1.0833299364702828e-05,LYPD3,LY6/PLAUR domain containing 3
ENSG00000144381,1.081218375673736e-05,HSPD1,heat shock protein family D (Hsp60) member 1
ENSG00000113739,1.077483938464158e-05,STC2,stanniocalcin 2
ENSG00000115461,1.0756179997093263e-05,IGFBP5,insulin like growth factor binding protein 5
ENSG00000116096,1.0736979566588389e-05,SPR,sepiapterin reductase
ENSG00000186377,1.070862146955218e-05,CYP4X1,cytochrome P450 family 4 subfamily X member 1
ENSG00000131171,1.0680492777132922e-05,SH3BGRL,SH3 domain binding glutamate rich protein like
ENSG00000168394,1.0680210350807874e-05,TAP1,"transporter 1, ATP binding cassette subfamily B member"
ENSG00000005249,1.065468181133927e-05,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta
ENSG00000237940,1.065164343672703e-05,,
ENSG00000171236,1.0639323262674403e-05,LRG1,leucine rich alpha-2-glycoprotein 1
ENSG00000212402,1.0631513693921302e-05,SNORA74B,"small nucleolar RNA, H/ACA box 74B"
ENSG00000131469,1.0611643330877062e-05,RPL27,ribosomal protein L27
ENSG00000092841,1.0493883183360444e-05,MYL6,myosin light chain 6
ENSG00000140988,1.047156726765071e-05,RPS2,ribosomal protein S2
ENSG00000199568,1.035364809611815e-05,RNU5A-1,"RNA, U5A small nuclear 1"
ENSG00000135744,1.0347654510308164e-05,AGT,angiotensinogen
ENSG00000239951,1.0289641064058126e-05,IGKV3-20,immunoglobulin kappa variable 3-20
ENSG00000196507,1.0280923118479795e-05,TCEAL3,transcription elongation factor A like 3
ENSG00000159840,1.0039215686274328e-05,ZYX,zyxin
ENSG00000239855,9.981935848343523e-06,IGKV1-6,immunoglobulin kappa variable 1-6
ENSG00000080824,9.965397923877268e-06,HSP90AA1,heat shock protein 90 alpha family class A member 1
ENSG00000140287,9.823484267076655e-06,HDC,histidine decarboxylase
ENSG00000148513,9.82348426707586e-06,ANKRD30A,ankyrin repeat domain 30A
ENSG00000107438,9.686488461944576e-06,PDLIM1,PDZ and LIM domain 1
ENSG00000166426,9.632751354634622e-06,CRABP1,cellular retinoic acid binding protein 1
ENSG00000137965,9.595202398801578e-06,IFI44,interferon induced protein 44
ENSG00000176907,9.325353520326512e-06,TCIM,transcriptional and immune response regulator
ENSG00000185201,9.322651128914998e-06,IFITM2,interferon induced transmembrane protein 2
ENSG00000224373,9.32219273222242e-06,IGHV4-59,immunoglobulin heavy variable 4-59
ENSG00000182704,9.286443049631822e-06,TSKU,"tsukushi, small leucine rich proteoglycan"
ENSG00000125743,9.223674096848692e-06,SNRPD2,small nuclear ribonucleoprotein D2 polypeptide
ENSG00000166226,9.185227087611117e-06,CCT2,chaperonin containing TCP1 subunit 2
ENSG00000181019,8.970475124568582e-06,NQO1,NAD(P)H quinone dehydrogenase 1
ENSG00000005022,8.739558300754823e-06,SLC25A5,solute carrier family 25 member 5
ENSG00000119917,8.739495798319332e-06,IFIT3,interferon induced protein with tetratricopeptide repeats 3
ENSG00000182718,8.737512505314498e-06,ANXA2,annexin A2
ENSG00000251791,8.723307587460286e-06,SCARNA6,small Cajal body-specific RNA 6
ENSG00000143878,8.668318963809401e-06,RHOB,ras homolog family member B
ENSG00000115268,8.635586068564585e-06,RPS15,ribosomal protein S15
ENSG00000101210,8.611073126294655e-06,EEF1A2,eukaryotic translation elongation factor 1 alpha 2
ENSG00000124172,8.592896963598167e-06,ATP5F1E,ATP synthase F1 subunit epsilon
ENSG00000124207,8.582483414994382e-06,CSE1L,chromosome segregation 1 like
ENSG00000152558,8.574999927286596e-06,TMEM123,transmembrane protein 123
ENSG00000008394,8.567587775770358e-06,MGST1,microsomal glutathione S-transferase 1
ENSG00000148344,8.566510947214943e-06,PTGES,prostaglandin E synthase
ENSG00000165119,8.5658313685705e-06,HNRNPK,heterogeneous nuclear ribonucleoprotein K
ENSG00000004478,8.55607265310696e-06,FKBP4,FKBP prolyl isomerase 4
ENSG00000085719,8.552576630792496e-06,CPNE3,copine 3
ENSG00000260032,8.532427087130661e-06,NORAD,non-coding RNA activated by DNA damage
ENSG00000207008,8.504176157935539e-06,SNORA54,"small nucleolar RNA, H/ACA box 54"
ENSG00000161203,8.4973722668597e-06,AP2M1,adaptor related protein complex 2 subunit mu 1
ENSG00000283907,8.495985774007374e-06,,
ENSG00000131473,8.480565371024821e-06,ACLY,ATP citrate lyase
ENSG00000119888,8.475909714070283e-06,EPCAM,epithelial cell adhesion molecule
ENSG00000125901,8.475880048550629e-06,MRPS26,mitochondrial ribosomal protein S26
ENSG00000198502,8.431816718266238e-06,HLA-DRB5,"major histocompatibility complex, class II, DR beta 5"
ENSG00000104904,8.425980683431914e-06,OAZ1,ornithine decarboxylase antizyme 1
ENSG00000116288,8.42019161398422e-06,PARK7,Parkinsonism associated deglycase
ENSG00000212907,8.40499373633225e-06,MT-ND4L,NADH dehydrogenase subunit 4L
ENSG00000156261,8.389374951512629e-06,CCT8,chaperonin containing TCP1 subunit 8
ENSG00000110108,8.354468394767623e-06,TMEM109,transmembrane protein 109
ENSG00000200197,8.335860798364457e-06,RNU1-21P,"RNA, U1 small nuclear 21, pseudogene"
ENSG00000265078,8.276458034400601e-06,RN7SL664P,"RNA, 7SL, cytoplasmic 664, pseudogene"
ENSG00000127184,8.25905677170113e-06,COX7C,cytochrome c oxidase subunit 7C
ENSG00000121039,8.2571549479126e-06,RDH10,retinol dehydrogenase 10
ENSG00000224650,8.114961961115854e-06,IGHV3-74,immunoglobulin heavy variable 3-74
ENSG00000172551,8.081122873260543e-06,MUCL1,mucin like 1
ENSG00000083845,8.018040591330793e-06,RPS5,ribosomal protein S5
ENSG00000169504,8.014204186222858e-06,CLIC4,chloride intracellular channel 4
ENSG00000090013,8.012018027041996e-06,BLVRB,biliverdin reductase B
ENSG00000239899,7.986024457200248e-06,RN7SL674P,"RNA, 7SL, cytoplasmic 674, pseudogene"
ENSG00000278196,7.96598158592017e-06,IGLV2-8,immunoglobulin lambda variable 2-8
ENSG00000184956,7.95605848376844e-06,MUC6,"mucin 6, oligomeric mucus/gel-forming (gene/pseudogene)"
ENSG00000134258,7.95089133262775e-06,VTCN1,V-set domain containing T cell activation inhibitor 1
ENSG00000170367,7.854545454546747e-06,CST5,cystatin D
ENSG00000133142,7.777753854529458e-06,TCEAL4,transcription elongation factor A like 4
ENSG00000102575,7.693020850845646e-06,ACP5,"acid phosphatase 5, tartrate resistant"
ENSG00000116260,7.597340930675103e-06,QSOX1,quiescin sulfhydryl oxidase 1
ENSG00000074181,7.595903092415315e-06,NOTCH3,notch receptor 3
ENSG00000041982,7.408891778856101e-06,TNC,tenascin C
ENSG00000185479,7.342107687930317e-06,KRT6B,keratin 6B
ENSG00000125398,7.246376811594921e-06,SOX9,SRY-box transcription factor 9
ENSG00000159403,7.051645868501197e-06,C1R,complement C1r
ENSG00000114854,6.564690745636292e-06,TNNC1,"troponin C1, slow skeletal and cardiac type"
ENSG00000115677,6.544695457779334e-06,HDLBP,high density lipoprotein binding protein
ENSG00000266472,6.543049037737272e-06,MRPS21,mitochondrial ribosomal protein S21
ENSG00000101439,6.520004872421223e-06,CST3,cystatin C
ENSG00000175582,6.519312001184989e-06,RAB6A,"RAB6A, member RAS oncogene family"
ENSG00000185745,6.517753956613708e-06,IFIT1,interferon induced protein with tetratricopeptide repeats 1
ENSG00000122679,6.517627973823763e-06,RAMP3,receptor activity modifying protein 3
ENSG00000173113,6.513067746265869e-06,TRMT112,tRNA methyltransferase activator subunit 11-2
ENSG00000268751,6.508517363424133e-06,SCGB1B2P,"secretoglobin family 1B member 2, pseudogene"
ENSG00000177700,6.495561953156901e-06,POLR2L,"RNA polymerase II, I and III subunit L"
ENSG00000137409,6.486075668696375e-06,MTCH1,mitochondrial carrier 1
ENSG00000143870,6.464692721717142e-06,PDIA6,protein disulfide isomerase family A member 6
ENSG00000066468,6.458918481993438e-06,FGFR2,fibroblast growth factor receptor 2
ENSG00000083444,6.456744529876328e-06,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
