Gene,Importance
ENSG00000225972,0.04295801478075931
ENSG00000106541,0.04277292400198252
ENSG00000157765,0.042393544753373875
ENSG00000175084,0.03704482619891465
ENSG00000119147,0.03506913245456969
ENSG00000143320,0.032590565352946695
ENSG00000102854,0.03193182404794562
ENSG00000128422,0.02891150443207236
ENSG00000196754,0.02737216164769925
ENSG00000152377,0.025547991290000894
ENSG00000148346,0.02471522889042312
ENSG00000163347,0.02330383568862439
ENSG00000062038,0.02278301360330327
ENSG00000185499,0.022536258096535523
ENSG00000117472,0.021990653657567357
ENSG00000197249,0.01885325757468945
ENSG00000124107,0.01528266013907177
ENSG00000133110,0.015155736432048787
ENSG00000196878,0.01501104094186601
ENSG00000275385,0.01500464326695058
ENSG00000108551,0.01385417794656656
ENSG00000162366,0.013573436808159435
ENSG00000185290,0.012773704564580822
ENSG00000164825,0.011809890864177748
ENSG00000164932,0.011739551047445026
ENSG00000163220,0.011643362144154373
ENSG00000022267,0.0112760437229718
ENSG00000143546,0.010142997436067462
ENSG00000169429,0.009896661096040999
ENSG00000133048,0.009880174378984152
ENSG00000081041,0.009406785225741024
ENSG00000104332,0.009391465792349476
ENSG00000108821,0.009107198011916189
ENSG00000197253,0.008724752224429515
ENSG00000230076,0.008173290798059667
ENSG00000106819,0.007516138248531342
ENSG00000145423,0.007257885685671833
ENSG00000233913,0.007056771339958645
ENSG00000101210,0.006886217279106161
ENSG00000109321,0.006878780900075192
ENSG00000202538,0.006827821598715456
ENSG00000090382,0.006628728587120819
ENSG00000172724,0.0064351207828106365
ENSG00000125730,0.0063687206038948955
ENSG00000105894,0.006144702737002835
ENSG00000105664,0.00605107226185705
ENSG00000007062,0.005994507551289697
ENSG00000168542,0.005214629343106834
ENSG00000145824,0.005121571597856242
ENSG00000106809,0.004834741994337167
ENSG00000125144,0.004827595305319692
ENSG00000173432,0.0047298000059284705
ENSG00000188783,0.0046104197255030606
ENSG00000170476,0.004514949046725163
ENSG00000012223,0.004461260624341952
ENSG00000101938,0.004317429706193613
ENSG00000166482,0.0041513008761040904
ENSG00000137673,0.00413483658915986
ENSG00000211904,0.004056034331572492
ENSG00000244734,0.004043573779300542
ENSG00000188536,0.0037201544279708656
ENSG00000232629,0.0033898260095545077
ENSG00000125848,0.003388160018446743
ENSG00000186340,0.0032225798738857
ENSG00000102109,0.003157049371078039
ENSG00000041982,0.003137433513670168
ENSG00000137077,0.00305546169005026
ENSG00000133169,0.0029497349962730366
ENSG00000211890,0.0028468448534116585
ENSG00000211897,0.0027246320525371325
ENSG00000211892,0.0026550958538709667
ENSG00000242887,0.0026328865449543786
ENSG00000112936,0.0025958340034331062
ENSG00000211895,0.002573069698500129
ENSG00000167767,0.00249059518402591
ENSG00000169245,0.0024234550776520854
ENSG00000205364,0.0022820982966582906
ENSG00000229391,0.0021952577054727158
ENSG00000077274,0.002153744506671388
ENSG00000123358,0.0020076923225037777
ENSG00000169715,0.001990687777187811
ENSG00000198502,0.001986336392403287
ENSG00000169248,0.0019393141704150173
ENSG00000211898,0.001934054469324338
ENSG00000120738,0.0019300081628623603
ENSG00000211597,0.0019154437471706027
ENSG00000211592,0.0019062359850151621
ENSG00000132465,0.001895618856524537
ENSG00000211893,0.0018176505081428497
ENSG00000251546,0.0017908881215653654
ENSG00000156234,0.0017611463320148992
ENSG00000239951,0.0015702047960123558
ENSG00000211677,0.0015678483851490634
ENSG00000100985,0.001443939605736712
ENSG00000211594,0.0014064961331265065
ENSG00000211956,0.001400450608899883
ENSG00000243466,0.0013947678281681255
ENSG00000213058,0.0013395257576237685
ENSG00000242472,0.0012752330026046187
ENSG00000244437,0.0012355143174793363
ENSG00000170345,0.0011761680186448066
ENSG00000211962,0.001152308248080164
ENSG00000211899,0.0011389743620597375
ENSG00000138755,0.0011309452466022486
ENSG00000205362,0.001108699583127982
ENSG00000253755,0.0010785407287772929
ENSG00000125740,0.001075654085256543
ENSG00000224650,0.0010369742201071308
ENSG00000225698,0.0010160604566321137
ENSG00000211662,0.001003632107464024
ENSG00000211673,0.0009826003677545203
