Gene,Importance
ENSG00000143196,0.05234512014387834
ENSG00000160180,0.04398050814813778
ENSG00000137077,0.033515249251783404
ENSG00000170439,0.03303836397304783
ENSG00000074706,0.026799131310180274
ENSG00000145864,0.026243768788064437
ENSG00000109182,0.02589043718553934
ENSG00000162873,0.02400490651364095
ENSG00000166589,0.021426385566260007
ENSG00000134569,0.020775557807646925
ENSG00000174567,0.020551881891202096
ENSG00000101938,0.019679590606007907
ENSG00000062038,0.01956859993764237
ENSG00000149948,0.018721070131048723
ENSG00000279444,0.017988735954681766
ENSG00000163898,0.017001142645722982
ENSG00000113946,0.016963488363920684
ENSG00000009694,0.016024771540335457
ENSG00000130226,0.01534633291535395
ENSG00000259803,0.014640655392295398
ENSG00000143171,0.014344903291206395
ENSG00000161714,0.014271565949614862
ENSG00000115828,0.013172044930591598
ENSG00000176532,0.012674944369430294
ENSG00000137142,0.012523378754070499
ENSG00000066382,0.011983315786740324
ENSG00000050767,0.011171090432186209
ENSG00000075035,0.011047720724650809
ENSG00000184574,0.0104325086870204
ENSG00000165061,0.010397017682841792
ENSG00000174460,0.010353486117716151
ENSG00000188906,0.009864539834496231
ENSG00000151365,0.009792934237894036
ENSG00000197635,0.009779594183847676
ENSG00000143217,0.009250038669885231
ENSG00000184500,0.008813522008602134
ENSG00000166482,0.00875635031973476
ENSG00000260943,0.007881977467727699
ENSG00000034971,0.007872127630550745
ENSG00000130513,0.00762424999980346
ENSG00000011465,0.007526773124730116
ENSG00000164761,0.007159684897657286
ENSG00000189058,0.0069665476626054185
ENSG00000164530,0.006651066891261011
ENSG00000237463,0.006614791830411771
ENSG00000268307,0.006261239400904642
ENSG00000116983,0.006022800708252055
ENSG00000077942,0.00564947168443816
ENSG00000153993,0.005618864688605216
ENSG00000188910,0.005504619432614873
ENSG00000123700,0.00549110141996872
ENSG00000105641,0.005161618195542334
ENSG00000147255,0.005021021497113106
ENSG00000147606,0.004983461146959789
ENSG00000136155,0.004921706443716473
ENSG00000106541,0.0047413333241997395
ENSG00000131981,0.00473468183359163
ENSG00000157404,0.004554479343859429
ENSG00000225342,0.0045418535814086055
ENSG00000106483,0.00447514533989391
ENSG00000256870,0.004323844878889439
ENSG00000115112,0.004318134038596948
ENSG00000167779,0.004196520181272085
ENSG00000197249,0.004160480654919425
ENSG00000145423,0.00395023742016244
ENSG00000182326,0.003879917775711575
ENSG00000139329,0.0038057587873363747
ENSG00000162545,0.0037703394537775582
ENSG00000102265,0.0035831180518310322
ENSG00000261399,0.0035342672019353207
ENSG00000112936,0.0035151210053401493
ENSG00000105376,0.0033773729569443285
ENSG00000112562,0.0031631639146023766
ENSG00000187122,0.0030987790338765395
ENSG00000171812,0.0028085896502797964
ENSG00000066248,0.0027248088585518156
ENSG00000163395,0.002655577532146381
ENSG00000088992,0.0025605118749261703
ENSG00000178531,0.002556010829499681
ENSG00000168077,0.0024302091917681153
ENSG00000205038,0.0022587273881927135
ENSG00000175084,0.002139262909416888
ENSG00000162576,0.0021272459190274304
ENSG00000091137,0.001957140373262699
ENSG00000184905,0.0018480328045873927
ENSG00000171345,0.0018474574206873164
ENSG00000132561,0.0018212095366744196
ENSG00000160307,0.001737592242404732
ENSG00000113924,0.001663934512925237
ENSG00000131435,0.0016169189959335845
ENSG00000012223,0.0015415272136874224
ENSG00000131771,0.0015096537520649816
ENSG00000157765,0.0014938138508477847
ENSG00000129596,0.0014591464047122497
ENSG00000136110,0.001444309413870559
ENSG00000116299,0.00137681949843761
ENSG00000185818,0.0013714261180868765
ENSG00000080493,0.0013467395192443507
ENSG00000022556,0.0013421434066171853
ENSG00000172724,0.0013394265395230837
ENSG00000147041,0.0013188153437149418
ENSG00000109610,0.001314639448169096
ENSG00000074410,0.0013141777931878734
ENSG00000149294,0.0012653441806490325
ENSG00000145824,0.0012621679595931704
ENSG00000143369,0.001230513370235546
ENSG00000277734,0.001218666625121784
ENSG00000223813,0.0011994358864147153
ENSG00000174938,0.001198913831679972
ENSG00000211772,0.0011853001312505987
ENSG00000011028,0.0011644866810545445
ENSG00000022267,0.0011612910136433233
ENSG00000115705,0.0011481536966875185
ENSG00000110042,0.0011397002750895588
ENSG00000120885,0.00112502655806799
ENSG00000166426,0.0011181417307788491
ENSG00000137868,0.0011135059347980886
ENSG00000135824,0.0011099172771238256
ENSG00000102109,0.001048879615474516
ENSG00000136235,0.0010483938042760966
ENSG00000164326,0.0010427736726712107
ENSG00000122756,0.0010343899351738129
ENSG00000163347,0.0010220985181582298
ENSG00000170558,0.0009937936124989025
ENSG00000164283,0.000983319001847278
ENSG00000102174,0.000969941567683413
ENSG00000196154,0.0009539926743685567
ENSG00000244734,0.0009242309902804966
ENSG00000241644,0.0008465221194560623
ENSG00000106809,0.0008458761990210782
ENSG00000264175,0.0008157716115059672
ENSG00000211751,0.00081487438865669
ENSG00000185499,0.0008109015645155348
ENSG00000166592,0.0007823464672577829
ENSG00000196188,0.0007722689472170825
ENSG00000161509,0.0007650419731588721
ENSG00000183682,0.0007634520790337684
ENSG00000242640,0.0006823275700822047
ENSG00000175315,0.000668073866656269
ENSG00000187823,0.0006645287105470645
ENSG00000113396,0.0006019130288630746
ENSG00000072315,0.0006007645152931123
ENSG00000171885,0.0005983674052354495
ENSG00000184613,0.0005914504759249374
ENSG00000188133,0.0005781731620948954
ENSG00000088882,0.0005708621224615843
ENSG00000115414,0.0005645215497988
ENSG00000129654,0.0005565252049110325
ENSG00000101282,0.0005453507018971483
ENSG00000133110,0.0005433965151746673
ENSG00000188536,0.0005392693284471724
ENSG00000198417,0.0005332844844517067
ENSG00000125730,0.0005129029385171443
ENSG00000155897,0.0004981981635265775
ENSG00000233705,0.0004735884661972663
ENSG00000125144,0.0004720095076537302
ENSG00000167600,0.00045370869439463943
ENSG00000196878,0.0004361044425808958
ENSG00000125207,0.00043535791972688573
ENSG00000137440,0.00043141879510445936
ENSG00000243238,0.0003967715820011474
ENSG00000152377,0.0003889180631801008
ENSG00000133169,0.00038790518476499765
ENSG00000225802,0.00038446018093190405
ENSG00000166292,0.000368506852519554
ENSG00000105369,0.0003597807903509471
ENSG00000123500,0.0003574794767575779
ENSG00000181374,0.0003573185303092641
ENSG00000259104,0.00035194890450918704
ENSG00000137648,0.00033207873902894045
ENSG00000282431,0.00033161634341854264
ENSG00000164694,0.0003272920595595031
ENSG00000186417,0.00032359750809967156
ENSG00000211452,0.00031838295352358016
ENSG00000145721,0.00031665641011072415
ENSG00000254799,0.0003160175377999014
ENSG00000170476,0.0003142175228275093
ENSG00000196352,0.00030968115729313573
ENSG00000168878,0.0003096558368076158
ENSG00000156738,0.0003035910399330285
ENSG00000272482,0.00030114240273192394
ENSG00000171004,0.000295039199741896
ENSG00000124205,0.00029397746321244644
ENSG00000099812,0.0002899681979754491
ENSG00000131094,0.0002893375019003216
ENSG00000102924,0.00028130820316859975
ENSG00000211660,0.0002802620047496915
ENSG00000255026,0.00027395729563059197
ENSG00000115461,0.000266879431640579
ENSG00000161798,0.00026666806790983353
ENSG00000105664,0.000263034593864594
ENSG00000125851,0.0002593918811019678
ENSG00000227507,0.0002549601941272479
ENSG00000275896,0.00025289320002974013
ENSG00000204983,0.0002524523613890937
ENSG00000211679,0.00025002660536803726
ENSG00000284309,0.0002488667255055812
ENSG00000211677,0.00024494547194182524
ENSG00000181617,0.00024430352440853447
ENSG00000179913,0.0002403824231203125
ENSG00000211658,0.00023993128391982762
ENSG00000129451,0.0002380290969806716
ENSG00000235070,0.00023613319463365443
ENSG00000241244,0.0002319984748617115
ENSG00000152207,0.00023139630072865864
ENSG00000223564,0.00023046957026797197
ENSG00000141579,0.00022630133692707493
ENSG00000259459,0.000223585426964892
ENSG00000147256,0.00021990796074361417
ENSG00000211896,0.00021939344523764113
ENSG00000211974,0.00021760682677534243
ENSG00000138735,0.00021078357055518952
ENSG00000164932,0.0002057271069058865
ENSG00000167286,0.0002052857311062581
ENSG00000132465,0.00019504902758512053
ENSG00000143320,0.00019494926203548967
ENSG00000276566,0.00019136134561906418
ENSG00000164379,0.0001907008268080095
ENSG00000211898,0.00019062156735878403
ENSG00000081041,0.00019047530685446703
ENSG00000211899,0.00018965583563490944
