Gene,Importance
ENSG00000101443,0.0392029483598286
ENSG00000112936,0.03680825456764228
ENSG00000104951,0.03680305658317666
ENSG00000184697,0.029644003293810645
ENSG00000266019,0.02882519016200335
ENSG00000227121,0.027991504389125343
ENSG00000164379,0.027957721361452515
ENSG00000265660,0.027202962194099567
ENSG00000110195,0.02719683574755164
ENSG00000169035,0.023980424225573928
ENSG00000157765,0.02300843275040099
ENSG00000116990,0.021671008802828746
ENSG00000174348,0.021559387483326486
ENSG00000132746,0.019971213653437153
ENSG00000187479,0.019192069912020864
ENSG00000102243,0.01829467058690899
ENSG00000213937,0.016744781771868576
ENSG00000187017,0.01674191233412179
ENSG00000011465,0.015970835373200633
ENSG00000150556,0.015267557830794271
ENSG00000188910,0.015213712588596804
ENSG00000275110,0.015200000000000002
ENSG00000184292,0.015187701241430141
ENSG00000078081,0.015151302549246478
ENSG00000131650,0.013605967425785476
ENSG00000182326,0.01356623126386812
ENSG00000166736,0.01355344416431393
ENSG00000134258,0.012756979568631704
ENSG00000266583,0.012721155362456067
ENSG00000113721,0.01200980882394669
ENSG00000154764,0.011915457162441846
ENSG00000167600,0.011203900207896193
ENSG00000255750,0.011171498244511741
ENSG00000109255,0.010463245953044552
ENSG00000170439,0.010400411523974595
ENSG00000198976,0.01037047359237719
ENSG00000229807,0.009644674146526155
ENSG00000256234,0.009535778339310921
ENSG00000113946,0.008806256894904487
ENSG00000147889,0.008799963965305288
ENSG00000257588,0.008737942146133423
ENSG00000231295,0.008716677845539254
ENSG00000004848,0.008696633871331313
ENSG00000143320,0.007999897876928777
ENSG00000129151,0.007984786890612544
ENSG00000167754,0.00796590979654011
ENSG00000137648,0.00786930217470919
ENSG00000175832,0.007171886756911704
ENSG00000124249,0.006428483313332081
ENSG00000198759,0.006354405614284001
ENSG00000171119,0.006322562789778457
ENSG00000124102,0.005636518700094794
ENSG00000245532,0.0055876223009901456
ENSG00000124107,0.005569672743175038
ENSG00000237512,0.005545136031680847
ENSG00000148346,0.005533751926885216
ENSG00000259038,0.005522266018352186
ENSG00000161798,0.004801317105398608
ENSG00000000971,0.004009946346399113
ENSG00000105173,0.003994615938300623
ENSG00000115380,0.0039939132351521365
ENSG00000185499,0.0039772753936172765
ENSG00000101134,0.0038910176423754836
ENSG00000175920,0.003208304998964811
ENSG00000005001,0.00320173390481163
ENSG00000131016,0.003196961678169391
ENSG00000124939,0.003195568623874337
ENSG00000188783,0.003191078643918413
ENSG00000173890,0.003187204456765451
